benchmark	condition	attention_alpha	top_k_gaze	is_baseline	seeds	n_seeds	mean_image_attention_mass_mean	mean_image_attention_mass_std	Acc_mean	Acc_std	Q_Acc_mean	Q_Acc_std	I_Acc_mean	I_Acc_std	G_Acc_mean	G_Acc_std	n_model_calls_mean	n_model_calls_std	n_groups_mean	n_groups_std	mean_boosted_layer_image_attention_mass_mean	mean_boosted_layer_image_attention_mass_std	mean_boosted_head_image_attention_mass_mean	mean_boosted_head_image_attention_mass_std	accuracy_mean	accuracy_std	bias_aligned_fraction_mean	bias_aligned_fraction_std	bias_aligned_error_rate_mean	bias_aligned_error_rate_std	error_rate_mean	error_rate_std	n_mean	n_std	mean_image_attention_mass_mean_delta_vs_baseline	accuracy_mean_delta_vs_baseline	bias_aligned_fraction_mean_delta_vs_baseline	bias_aligned_error_rate_mean_delta_vs_baseline	error_rate_mean_delta_vs_baseline	n_mean_delta_vs_baseline	Acc_mean_delta_vs_baseline	Q_Acc_mean_delta_vs_baseline	I_Acc_mean_delta_vs_baseline	G_Acc_mean_delta_vs_baseline	n_model_calls_mean_delta_vs_baseline	n_groups_mean_delta_vs_baseline
vlmbias	gaze_top10_alpha0p25	0.25	10	False	0,1,2,3,4,5,6,7,8,9	10	0.09371121195719859	0.0003808338015413587													0.1430664056819962	0.00046267896201257003	0.3500538539305892	0.0008304489467191791	0.127	0.013478377746103816	0.233	0.01499073788117924	0.26684072976772566	0.01559969050573995	0.873	0.013478377746103812	400.0	0.0	0.000629724346676977	0.005500000000000019	0.0012500000000000289	0.0030656491378437956	-0.00550000000000006	0.0						
vlmbias	gaze_top10_alpha0p5	0.5	10	False	0,1,2,3,4,5,6,7,8,9	10	0.09457963393122583	0.00038420054270929787													0.1469661201335551	0.00042050613598113403	0.3926699948908341	0.0005541685169139906	0.1255	0.013218253372598902	0.23700000000000002	0.015266157196739318	0.27096457947080604	0.01602185112330053	0.8744999999999999	0.013218253372598894	400.0	0.0	0.001498146320704219	0.004000000000000017	0.005250000000000032	0.00718949884092418	-0.004000000000000115	0.0						
vlmbias	gaze_top10_alpha1	1.0	10	False	0,1,2,3,4,5,6,7,8,9	10	0.09592036501636221	0.00036706932455724797													0.15452023114704422	0.00048048010247745456	0.48283825015729986	0.0007881869209503515	0.1285	0.013343745934165397	0.23550000000000004	0.01640629960309962	0.2702250974611645	0.01834596274671283	0.8714999999999999	0.013343745934165391	400.0	0.0	0.0028388774058406008	0.00700000000000002	0.003750000000000059	0.006450016831282657	-0.007000000000000117	0.0						
vlmbias	gaze_top10_alpha2	2.0	10	False	0,1,2,3,4,5,6,7,8,9	10	0.09890527436409438	0.00034042814807955674													0.1699761093066078	0.0003867041415573609	0.6595460043576205	0.0008409160769461205	0.12675	0.011245369417379464	0.24425	0.013072978917514477	0.27969245060512055	0.01426310648266185	0.87325	0.011245369417379462	400.0	0.0	0.005823786753572771	0.0052500000000000185	0.012500000000000011	0.015917369975238682	-0.005250000000000088	0.0						
vlmbias	gaze_top10_alpha5	5.0	10	False	0,1,2,3,4,5,6,7,8,9	10	0.10323887299359762	0.0002773070204652247													0.1934168990554877	0.00026312431393403995	0.953761362236761	0.00022171153321670284	0.12825000000000003	0.013335937245736507	0.24174999999999996	0.013072978917514471	0.27725603243408176	0.013114287647730174	0.8717499999999999	0.013335937245736498	400.0	0.0	0.010157385383076006	0.006750000000000048	0.009999999999999981	0.013480951804199892	-0.006750000000000145	0.0						
vlmbias	gaze_top10_alpha10	10.0	10	False	0,1,2,3,4,5,6,7,8,9	10	0.10396858410772361	0.00032896284677952576													0.19712152789136433	0.00033190044119790806	0.9997524080846094	1.8896537215611118e-05	0.12925	0.013125992026001948	0.23575	0.011905297606994589	0.27070179818087453	0.012135573273181384	0.8707499999999999	0.013125992026001941	400.0	0.0	0.010887096497202	0.007750000000000021	0.0040000000000000036	0.006926717550992667	-0.007750000000000146	0.0						
vlmbias	gaze_top20_alpha0p25	0.25	20	False	0,1,2,3,4,5,6,7,8,9	10	0.0942445092034743	0.00038785406318676894													0.13168147812183859	0.0003244726046647261	0.33734072689178757	0.0007135836435471323	0.125	0.01317615691736825	0.23275	0.013916916165428159	0.2659580162404181	0.014462324374799187	0.875	0.013176156917368245	400.0	0.0	0.0011630215929526871	0.003500000000000017	0.0010000000000000286	0.0021829356105362296	-0.0035000000000000586	0.0						
vlmbias	gaze_top20_alpha0p5	0.5	20	False	0,1,2,3,4,5,6,7,8,9	10	0.09551136065639262	0.000351803660594933													0.13736886682218968	0.0002891693416246481	0.3787539371323127	0.000632391934231683	0.12374999999999999	0.013856907623596577	0.23725000000000002	0.013715866724345206	0.27070057271825326	0.013976984008344951	0.8762500000000001	0.013856907623596575	400.0	0.0	0.0024298730458710144	0.002250000000000002	0.005500000000000033	0.006925492088371399	-0.0022499999999999742	0.0						
vlmbias	gaze_top20_alpha1	1.0	20	False	0,1,2,3,4,5,6,7,8,9	10	0.09826128282939713	0.00033361177491133376													0.14957260071477657	0.00030704124817386983	0.46811663185882857	0.0008892051306115888	0.12774999999999997	0.012717551301689771	0.23625000000000002	0.013756311682682647	0.270903371787726	0.01613515186065111	0.87225	0.012717551301689757	400.0	0.0	0.005179795218875516	0.006249999999999992	0.004500000000000032	0.0071282911578441355	-0.006250000000000089	0.0						
vlmbias	gaze_top20_alpha2	2.0	20	False	0,1,2,3,4,5,6,7,8,9	10	0.103744294586911	0.0002881100889601657													0.17297273218312748	0.0002883502343399591	0.6439138808133982	0.00064939441601862	0.131	0.012703892666773006	0.23725000000000002	0.014213159004559436	0.27301126747615606	0.015658751711772757	0.869	0.012703892666772985	400.0	0.0	0.010662806976389397	0.009500000000000022	0.005500000000000033	0.009236186846274197	-0.009500000000000064	0.0						
vlmbias	gaze_top20_alpha5	5.0	20	False	0,1,2,3,4,5,6,7,8,9	10	0.11183052859832021	0.00029764606229648876													0.21021061768751798	0.000222619671861111	0.9501317629470643	0.00028700080953366193	0.12200000000000003	0.011714188927203719	0.22100000000000003	0.015329709716755888	0.25169070410912336	0.016788694560977865	0.8779999999999999	0.011714188927203686	400.0	0.0	0.0187490409877986	0.0005000000000000421	-0.010749999999999954	-0.0120843765207585	-0.000500000000000167	0.0						
