benchmark	condition	seed	attention_alpha	top_k_gaze	is_baseline	source	accuracy	bias_aligned_fraction	bias_aligned_error_rate	error_rate	mean_image_attention_mass	mean_boosted_layer_image_attention_mass	mean_boosted_head_image_attention_mass	n	Acc	Q_Acc	I_Acc	G_Acc	n_model_calls	n_groups
naturalbench	gaze_top20_alpha2	9	2.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha2_seed9.summary.json					0.08133967875492397	0.15138574224880766	0.6018683531169107		0.575	0.35	0.195	0.03	400.0	100.0
naturalbench	gaze_top20_alpha5	0	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed0.summary.json					0.09193752033250618	0.1959192192585518	0.9401582318575431		0.5625	0.295	0.195	0.04	400.0	100.0
naturalbench	gaze_top20_alpha5	1	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed1.summary.json					0.09190216464058688	0.19628239573293893	0.9400121956959998		0.525	0.195	0.1	0.0	400.0	100.0
naturalbench	gaze_top20_alpha5	2	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed2.summary.json					0.09179383938523371	0.19600700826912	0.9391432447592338		0.68	0.42	0.41	0.08	400.0	100.0
naturalbench	gaze_top20_alpha5	3	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed3.summary.json					0.09179655682815974	0.19602274137879214	0.9396780303309572		0.435	0.115	0.19	0.0	400.0	100.0
naturalbench	gaze_top20_alpha5	4	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed4.summary.json					0.09217131833482424	0.19639353496885484	0.9391006736368672		0.565	0.23	0.275	0.02	400.0	100.0
naturalbench	gaze_top20_alpha5	5	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed5.summary.json					0.09208646819357191	0.19605186260857363	0.9395579238480952		0.525	0.175	0.3	0.01	400.0	100.0
naturalbench	gaze_top20_alpha5	6	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed6.summary.json					0.09206095061339525	0.1959098807659437	0.939701473472295		0.495	0.235	0.255	0.1	400.0	100.0
naturalbench	gaze_top20_alpha5	7	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed7.summary.json					0.09172609321697729	0.19589144397584796	0.9399006460795222		0.5625	0.315	0.305	0.03	400.0	100.0
naturalbench	gaze_top20_alpha5	8	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed8.summary.json					0.09190194235338942	0.1961292755353483	0.9402155931508973		0.4	0.115	0.08	0.0	400.0	100.0
naturalbench	gaze_top20_alpha5	9	5.0	20	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top20_alpha5_seed9.summary.json					0.09215422902403697	0.19584472095355618	0.9388022674687376		0.605	0.395	0.25	0.02	400.0	100.0
naturalbench	gaze_top5_alpha0p25	0	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed0.summary.json					0.07061191367006928	0.10989028522500131	0.3565965559911246		0.5475	0.285	0.12	0.02	400.0	100.0
naturalbench	gaze_top5_alpha0p25	1	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed1.summary.json					0.0705699351236734	0.11086312950755878	0.3640883526822705		0.525	0.15	0.125	0.0	400.0	100.0
naturalbench	gaze_top5_alpha0p25	2	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed2.summary.json					0.07038763728081701	0.11018480806772242	0.35779531424386163		0.6625	0.385	0.38	0.08	400.0	100.0
naturalbench	gaze_top5_alpha0p25	3	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed3.summary.json					0.07045816029786606	0.11009931462514609	0.35734639537860824		0.455	0.12	0.195	0.0	400.0	100.0
naturalbench	gaze_top5_alpha0p25	4	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed4.summary.json					0.0706162582491921	0.11051063268593196	0.3588148713545366		0.555	0.205	0.27	0.01	400.0	100.0
naturalbench	gaze_top5_alpha0p25	5	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed5.summary.json					0.07047139358208858	0.10979796841793049	0.3543488491966611		0.515	0.19	0.28	0.01	400.0	100.0
naturalbench	gaze_top5_alpha0p25	6	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed6.summary.json					0.07048724983215524	0.10959766666051457	0.3525307670582252		0.505	0.22	0.235	0.09	400.0	100.0
naturalbench	gaze_top5_alpha0p25	7	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed7.summary.json					0.07022642535632487	0.10990150951381462	0.3533062685648601		0.5675	0.32	0.295	0.02	400.0	100.0
naturalbench	gaze_top5_alpha0p25	8	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed8.summary.json					0.07037015345000934	0.11056854964006278	0.3594801907009548		0.385	0.105	0.06	0.0	400.0	100.0
naturalbench	gaze_top5_alpha0p25	9	0.25	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p25_seed9.summary.json					0.07065461663193347	0.10974310603460272	0.3542127615669933		0.5575	0.315	0.16	0.02	400.0	100.0
naturalbench	gaze_top5_alpha0p5	0	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed0.summary.json					0.07074256024278204	0.1114612691061562	0.3909948815952648		0.5525	0.28	0.12	0.02	400.0	100.0
naturalbench	gaze_top5_alpha0p5	1	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed1.summary.json					0.07070065412977607	0.11251880642639414	0.3981830575125558		0.525	0.145	0.125	0.0	400.0	100.0
naturalbench	gaze_top5_alpha0p5	2	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed2.summary.json					0.07063516172838252	0.11195034397356952	0.3920965532905612		0.655	0.38	0.365	0.08	400.0	100.0
naturalbench	gaze_top5_alpha0p5	3	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed3.summary.json					0.07047775615582802	0.11158695811690496	0.391189256359282		0.4525	0.12	0.195	0.0	400.0	100.0
naturalbench	gaze_top5_alpha0p5	4	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed4.summary.json					0.07070629779399269	0.11215558857559033	0.3932462608337402		0.5575	0.205	0.26	0.0	400.0	100.0
naturalbench	gaze_top5_alpha0p5	5	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed5.summary.json					0.07066615480548592	0.111407873560315	0.38845709359305247		0.53	0.21	0.29	0.01	400.0	100.0
naturalbench	gaze_top5_alpha0p5	6	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed6.summary.json					0.07053925210387017	0.11104952814639546	0.3867954810556739		0.505	0.21	0.235	0.09	400.0	100.0
naturalbench	gaze_top5_alpha0p5	7	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed7.summary.json					0.07026638344847877	0.11123496565045013	0.3872032240125868		0.585	0.325	0.325	0.02	400.0	100.0
naturalbench	gaze_top5_alpha0p5	8	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed8.summary.json					0.07041185504150323	0.11204807739661128	0.3930532853868272		0.39	0.12	0.07	0.0	400.0	100.0
naturalbench	gaze_top5_alpha0p5	9	0.5	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha0p5_seed9.summary.json					0.07080417128626741	0.11132993413749256	0.388444919612879		0.5675	0.32	0.175	0.02	400.0	100.0
naturalbench	gaze_top5_alpha10	0	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed0.summary.json					0.07597151161885446	0.14778803023803047	0.9997807291666666		0.5425	0.27	0.12	0.02	400.0	100.0
naturalbench	gaze_top5_alpha10	1	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed1.summary.json					0.07603836547248108	0.14858881275728344	0.9997799479166667		0.515	0.12	0.11	0.0	400.0	100.0
naturalbench	gaze_top5_alpha10	2	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed2.summary.json					0.07590822752476259	0.14828145886717758	0.999770692767519		0.66	0.365	0.375	0.07	400.0	100.0
naturalbench	gaze_top5_alpha10	3	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed3.summary.json					0.07586523919086184	0.14810468544867997	0.9997769845145089		0.4425	0.09	0.19	0.0	400.0	100.0
naturalbench	gaze_top5_alpha10	4	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed4.summary.json					0.07602608066091866	0.14843687658342533	0.9997733289930555		0.565	0.195	0.265	0.0	400.0	100.0
naturalbench	gaze_top5_alpha10	5	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed5.summary.json					0.07597675813826239	0.14808224604742246	0.9997741292317709		0.5275	0.19	0.265	0.0	400.0	100.0
naturalbench	gaze_top5_alpha10	6	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed6.summary.json					0.07592049723276321	0.1477604950679974	0.9997739997632575		0.515	0.21	0.23	0.06	400.0	100.0
naturalbench	gaze_top5_alpha10	7	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed7.summary.json					0.07555244940301216	0.14788793499918862	0.9997776909722222		0.585	0.31	0.33	0.02	400.0	100.0
naturalbench	gaze_top5_alpha10	8	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed8.summary.json					0.07581597062856114	0.14855049831645253	0.9997716606987848		0.3775	0.1	0.06	0.01	400.0	100.0
naturalbench	gaze_top5_alpha10	9	10.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha10_seed9.summary.json					0.0760800784671489	0.1477680899562398	0.999770506473778		0.5525	0.295	0.145	0.02	400.0	100.0
naturalbench	gaze_top5_alpha1	0	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed0.summary.json					0.07149647110396468	0.11598087611875703	0.4660040050506592		0.545	0.28	0.12	0.02	400.0	100.0
naturalbench	gaze_top5_alpha1	1	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed1.summary.json					0.07148140381642289	0.11695291059393073	0.47187195744590155		0.5275	0.145	0.125	0.0	400.0	100.0
naturalbench	gaze_top5_alpha1	2	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed2.summary.json					0.07134913953274263	0.11632261912724118	0.46605175781249997		0.6525	0.365	0.36	0.06	400.0	100.0
naturalbench	gaze_top5_alpha1	3	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed3.summary.json					0.07133955949295506	0.11625716443734598	0.4665508768717448		0.4475	0.115	0.19	0.0	400.0	100.0
naturalbench	gaze_top5_alpha1	4	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed4.summary.json					0.07150760532966696	0.11669887167182498	0.4670726613230519		0.56	0.215	0.27	0.01	400.0	100.0
naturalbench	gaze_top5_alpha1	5	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed5.summary.json					0.07139245387386169	0.11600127705740076	0.46336220557803204		0.525	0.2	0.285	0.01	400.0	100.0
naturalbench	gaze_top5_alpha1	6	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed6.summary.json					0.07144983667206564	0.11580381517205153	0.4628506494387231		0.5225	0.215	0.23	0.08	400.0	100.0
naturalbench	gaze_top5_alpha1	7	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed7.summary.json					0.07100419858352851	0.11570291579802287	0.4616887613932292		0.5825	0.32	0.315	0.02	400.0	100.0
naturalbench	gaze_top5_alpha1	8	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed8.summary.json					0.07130554031355221	0.11676803152436493	0.4679901462131076		0.3925	0.115	0.065	0.01	400.0	100.0
naturalbench	gaze_top5_alpha1	9	1.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha1_seed9.summary.json					0.07169713561274924	0.11602441133535367	0.46390063314534197		0.5525	0.3	0.14	0.02	400.0	100.0
naturalbench	gaze_top5_alpha2	0	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed0.summary.json					0.07276172222330264	0.12487197971249438	0.6235082858615452		0.555	0.275	0.125	0.02	400.0	100.0
naturalbench	gaze_top5_alpha2	1	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed1.summary.json					0.07265346990271705	0.1256441688692707	0.6260070873442151		0.53	0.15	0.115	0.0	400.0	100.0
naturalbench	gaze_top5_alpha2	2	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed2.summary.json					0.07262523979012667	0.1253645276842801	0.6224433765493946		0.66	0.385	0.37	0.07	400.0	100.0
naturalbench	gaze_top5_alpha2	3	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed3.summary.json					0.07250712433272127	0.12511527007289142	0.6230301304408482		0.4525	0.115	0.195	0.0	400.0	100.0
naturalbench	gaze_top5_alpha2	4	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed4.summary.json					0.07275320844122199	0.12560857694387734	0.6236003851996528		0.5525	0.2	0.245	0.0	400.0	100.0
naturalbench	gaze_top5_alpha2	5	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed5.summary.json					0.07266882872702092	0.1249027690208251	0.620540679640997		0.5225	0.185	0.28	0.01	400.0	100.0
naturalbench	gaze_top5_alpha2	6	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed6.summary.json					0.07258673149488712	0.12466940564657515	0.6205975391118214		0.5275	0.225	0.245	0.09	400.0	100.0
naturalbench	gaze_top5_alpha2	7	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed7.summary.json					0.07222287404252468	0.12475196005871726	0.6198170627170139		0.5875	0.325	0.335	0.02	400.0	100.0
naturalbench	gaze_top5_alpha2	8	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed8.summary.json					0.07248220035838097	0.12548058585597513	0.6232004123263889		0.38	0.1	0.065	0.0	400.0	100.0
naturalbench	gaze_top5_alpha2	9	2.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha2_seed9.summary.json					0.07274348198098839	0.12479071604879609	0.6211016570736664		0.5625	0.31	0.16	0.02	400.0	100.0
naturalbench	gaze_top5_alpha5	0	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed0.summary.json					0.07560377658411134	0.14450465487116015	0.9457394504123263		0.555	0.28	0.13	0.02	400.0	100.0
naturalbench	gaze_top5_alpha5	1	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed1.summary.json					0.075509034678633	0.145253821486075	0.9454529854910715		0.5225	0.135	0.115	0.0	400.0	100.0
naturalbench	gaze_top5_alpha5	2	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed2.summary.json					0.0755132237737138	0.14504648731811903	0.9453463684346253		0.6675	0.38	0.385	0.08	400.0	100.0
naturalbench	gaze_top5_alpha5	3	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed3.summary.json					0.07546913971565664	0.14483276225622033	0.9459142206101191		0.4575	0.12	0.205	0.0	400.0	100.0
naturalbench	gaze_top5_alpha5	4	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed4.summary.json					0.07564261313692987	0.14525616257932975	0.9455905219184028		0.5725	0.22	0.27	0.01	400.0	100.0
naturalbench	gaze_top5_alpha5	5	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed5.summary.json					0.07549720885490534	0.14465681121094107	0.9450809959774925		0.5325	0.195	0.27	0.0	400.0	100.0
naturalbench	gaze_top5_alpha5	6	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed6.summary.json					0.07542563536499404	0.14443468205407828	0.9454854699337122		0.5125	0.22	0.235	0.08	400.0	100.0
naturalbench	gaze_top5_alpha5	7	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed7.summary.json					0.07516984390692386	0.14465814145507497	0.9456002278645833		0.585	0.315	0.345	0.02	400.0	100.0
naturalbench	gaze_top5_alpha5	8	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed8.summary.json					0.07536132979344715	0.1452653290990792	0.945294908311632		0.3775	0.1	0.065	0.0	400.0	100.0
naturalbench	gaze_top5_alpha5	9	5.0	5	False	segments/vlm_bias_attention/runs/vlmbias_gaze_attention_sweep/naturalbench/qwen25vl_3b_naturalbench_gaze_attention_gaze_top5_alpha5_seed9.summary.json					0.07558632167939552	0.14447632091291	0.9450172570607019		0.55	0.295	0.135	0.02	400.0	100.0
